N,x_resid_ln_fs8
-3.5950725373675003,-0.0005398703133220953
-3.594208960010458,-0.0005395317144686329
-3.5933453826534154,-0.0005391926254832424
-3.592481805296373,-0.000538853047028498
-3.591618227939331,-0.0005385129797652044
-3.5907546505822885,-0.0005381724243546035
-3.589891073225246,-0.0005378313814575139
-3.5890274958682036,-0.0005374898517316248
-3.588163918511161,-0.0005371478358355136
-3.5873003411541187,-0.0005368053344268903
-3.586436763797076,-0.0005364623481616676
-3.5855731864400338,-0.0005361188776957584
-3.5847096090829917,-0.0005357749236837642
-3.5838460317259493,-0.0005354304867793772
-3.582982454368907,-0.0005350855676354085
-3.5821188770118644,-0.0005347401669051066
-3.581255299654822,-0.0005343942852377437
-3.5803917222977795,-0.0005340479232847917
-3.579528144940737,-0.0005337010816959462
-3.578664567583695,-0.0005333537611195913
-3.5778009902266525,-0.0005330059622036462
-3.57693741286961,-0.0005326576855955861
-3.5760738355125676,-0.0005323089319402424
-3.575210258155525,-0.000531959701883758
-3.5743466807984827,-0.0005316099960700552
-3.5734831034414403,-0.0005312598151435213
-3.572619526084398,-0.0005309091597458584
-3.571755948727356,-0.0005305580305196636
-3.5708923713703133,-0.0005302064281057506
-3.570028794013271,-0.0005298543531440658
-3.5691652166562284,-0.0005295018062736467
-3.568301639299186,-0.0005291487881339749
-3.5674380619421435,-0.000528795299361888
-3.566574484585101,-0.0005284413405946473
-3.5657109072280586,-0.0005280869124677373
-3.5648473298710166,-0.0005277320156162196
-3.563983752513974,-0.0005273766506751348
-3.5631201751569317,-0.000527020818276859
-3.5622565977998892,-0.0005266645190551214
-3.561393020442847,-0.0005263077536409658
-3.5605294430858043,-0.000525950522665436
-3.559665865728762,-0.0005255928267587084
-3.55880228837172,-0.0005252346665500507
-3.5579387110146774,-0.000524876042668293
-3.557075133657635,-0.0005245169557404825
-3.5562115563005925,-0.0005241574063936869
-3.55534797894355,-0.0005237973952545091
-3.5544844015865076,-0.0005234369229464436
-3.553620824229465,-0.0005230759900952259
-3.5527572468724227,-0.0005227145973239061
-3.5518936695153807,-0.0005223527452550975
-3.551030092158338,-0.0005219904345109619
-3.5501665148012957,-0.00052162766571235
-3.5493029374442533,-0.0005212644394796476
-3.548439360087211,-0.000520900756432352
-3.5475757827301684,-0.0005205366171882053
-3.546712205373126,-0.0005201720223662609
-3.5458486280160835,-0.0005198069725824636
-3.5449850506590415,-0.0005194414684536672
-3.544121473301999,-0.0005190755105949282
-3.5432578959449565,-0.0005187090996204152
-3.542394318587914,-0.0005183422361443174
-3.5415307412308716,-0.0005179749207794709
-3.540667163873829,-0.0005176071541378238
-3.5398035865167867,-0.0005172389368313449
-3.5389400091597447,-0.0005168702694702057
-3.5380764318027023,-0.0005165011526632526
-3.53721285444566,-0.0005161315870206573
-3.5363492770886173,-0.0005157615731495035
-3.535485699731575,-0.0005153911116577425
-3.5346221223745324,-0.0005150202031515491
-3.53375854501749,-0.0005146488482366748
-3.5328949676604475,-0.0005142770475184064
-3.5320313903034055,-0.0005139048016011422
-3.531167812946363,-0.000513532111086637
-3.5303042355893206,-0.0005131589765792893
-3.529440658232278,-0.0005127853986795008
-3.5285770808752357,-0.0005124113779885822
-3.5277135035181932,-0.0005120369151069351
-3.526849926161151,-0.0005116620106336289
-3.5259863488041083,-0.0005112866651677539
-3.5251227714470663,-0.000510910879306159
-3.524259194090024,-0.0005105346536470323
-3.5233956167329814,-0.0005101579887858906
-3.522532039375939,-0.0005097808853187155
-3.5216684620188965,-0.0005094033438396914
-3.520804884661854,-0.0005090253649421145
-3.5199413073048116,-0.0005086469492206341
-3.5190777299477696,-0.0005082680972658821
-3.518214152590727,-0.0005078888096702733
-3.5173505752336847,-0.0005075090870253277
-3.516486997876642,-0.0005071289299194773
-3.5156234205195998,-0.0005067483389429098
-3.5147598431625573,-0.0005063673146840364
-3.513896265805515,-0.000505985857729957
-3.5130326884484724,-0.0005056039686681946
-3.5121691110914304,-0.00050522164808494
-3.511305533734388,-0.0005048388965650727
-3.5104419563773455,-0.000504455714693007
-3.509578379020303,-0.0005040721030536016
-3.5087148016632606,-0.0005036880622290713
-3.507851224306218,-0.00050330359280161
-3.5069876469491756,-0.0005029186953534118
-3.506124069592133,-0.0005025333704649151
-3.505260492235091,-0.0005021476187160936
-3.5043969148780487,-0.0005017614406864837
-3.5035333375210063,-0.0005013748369538384
-3.502669760163964,-0.0005009878080972641
-3.5018061828069214,-0.0005006003546918492
-3.500942605449879,-0.0005002124773153468
-3.5000790280928364,-0.0004998241765424224
-3.4992154507357944,-0.0004994354529486086
-3.498351873378752,-0.0004990463071067736
-3.4974882960217095,-0.0004986567395906943
-3.496624718664667,-0.0004982667509736832
-3.4957611413076246,-0.0004978763418255067
-3.494897563950582,-0.0004974855127185887
-3.4940339865935397,-0.0004970942642235979
-3.4931704092364972,-0.0004967025969080663
-3.4923068318794552,-0.0004963105113417743
-3.4914432545224128,-0.0004959180080931491
-3.4905796771653703,-0.0004955250877292927
-3.489716099808328,-0.000495131750816856
-3.4888525224512854,-0.000494737997919846
-3.487988945094243,-0.0004943438296053579
-3.4871253677372005,-0.0004939492464364897
-3.486261790380158,-0.0004935542489772488
-3.485398213023116,-0.000493158837790289
-3.4845346356660736,-0.0004927630134382716
-3.483671058309031,-0.0004923667764811859
-3.4828074809519887,-0.000491970127481263
-3.481943903594946,-0.0004915730669967158
