omega0,Q,alpha,kind,A,dA_over_A
0.55,0.4666666666666667,0.09333333333333334,boost,0.011238989849875073,0.05641331404124604
0.55,0.4666666666666667,0.12,boost,0.011410467286237265,0.07253140376731643
0.55,0.4666666666666667,0.14666666666666667,boost,0.01158194472259946,0.08864949349338698
0.55,0.4666666666666667,0.17333333333333334,boost,0.01175342215896165,0.10476758321945721
0.55,0.4666666666666667,0.2,boost,0.011924899595323842,0.12088567294552743
0.55,0.5,0.04,boost,0.010887192689761276,0.02334600027458706
0.55,0.5,0.06666666666666667,boost,0.011052775267863859,0.03891000045764505
0.55,0.5,0.09333333333333334,boost,0.011218357845966443,0.054474000640703193
0.55,0.5,0.12,boost,0.011383940424069025,0.07003800082376119
0.55,0.5,0.14666666666666667,boost,0.01154952300217161,0.08560200100681933
0.55,0.5,0.17333333333333334,boost,0.011715105580274192,0.10116600118987731
0.55,0.5,0.2,boost,0.011880688158376774,0.11673000137293531
