tau,omega,sigma_ratio_1e9,sigma_ratio_1e10,sigma_ratio_1e11,score
0.06217391304347826,0.13391304347826086,0.6244038285690551,0.7595329100793191,0.8912292778272164,1.587534443989333
0.05,0.17217391304347826,0.6227319745446833,0.7581732560531456,0.8909712240083172,1.6108452409460101
0.06521739130434782,0.12347826086956522,0.6242756130226966,0.7593326113340307,0.8909812136005719,1.6121964740990424
0.05608695652173913,0.1547826086956522,0.6234593697766544,0.7587251498201327,0.8909688238816216,1.6122001745477812
0.05304347826086957,0.16521739130434782,0.6223729647643992,0.757697237550899,0.890450491207791,1.662486664667039
0.06217391304347826,0.1373913043478261,0.623006040151429,0.7580826996048393,0.8902387448574411,1.6846700717019838
0.059130434782608696,0.14782608695652175,0.6226139547032773,0.7577566351068199,0.8901529922289855,1.6926678802650135
0.06521739130434782,0.12695652173913044,0.6230033497911562,0.7580108180977898,0.8900738636485923,1.701187625776084
0.05608695652173913,0.1582608695652174,0.6218184252767124,0.7570218969841628,0.8898116027770011,1.7256676740770172
0.05,0.1756521739130435,0.6208850153431786,0.756249304728245,0.8896683266834071,1.738592696970537
0.06217391304347826,0.1408695652173913,0.6215860723079268,0.7566066926828906,0.8892265583852672,1.7839416394665981
0.05304347826086957,0.16869565217391305,0.6206194693944739,0.7558726351226964,0.8892103898175379,1.7840861373178085
0.06521739130434782,0.13043478260869565,0.6217067393388886,0.7566615680702348,0.8891444299639842,1.792354625607639
0.059130434782608696,0.15130434782608695,0.6210730518178753,0.7561550393964277,0.8890579410062788,1.80005850826436
0.06826086956521739,0.12,0.6214478346855342,0.7563326857303605,0.8888169769180988,1.8247745344278594
0.05608695652173913,0.1617391304347826,0.6201613416693993,0.7552974122626701,0.8886338774804768,1.841164843465348
0.05,0.1791304347826087,0.6190293345863277,0.7543094987467563,0.8883461220840609,1.8682607142609349
0.06217391304347826,0.1443478260869565,0.6201448329022554,0.7551056700292763,0.888192990892733,1.8853232172030887
0.06521739130434782,0.13391304347826086,0.620386593330409,0.7552855613189501,0.8881931599944608,1.8856739068103656
0.05304347826086957,0.17217391304347826,0.6188538180552721,0.7540297799699615,0.8879505134712246,1.9076480601761792
0.059130434782608696,0.1547826086956522,0.6195136888070994,0.7545305713815452,0.8879420590224858,1.9095081570143606
0.06826086956521739,0.12347826086956522,0.6202498190324152,0.7550819518440327,0.8879477078716044,1.9100625442270005
0.05608695652173913,0.16521739130434782,0.6184892115463901,0.7535526377440831,0.8874359717029598,1.9586609018197858
0.06521739130434782,0.1373913043478261,0.6190437335536693,0.7538835088859072,0.8872203066756414,1.9811213688718412
0.06217391304347826,0.14782608695652175,0.6186832372609273,0.7535804218111666,0.8871383202127785,1.9887883511445072
0.06826086956521739,0.12695652173913044,0.619027222837961,0.7538037188382662,0.8870564656877892,1.9975150244019375
0.05,0.1826086956521739,0.6171661775394394,0.752354927905528,0.8870049811798668,1.9998140184966964
0.059130434782608696,0.1582608695652174,0.617936872400656,0.7528841004916041,0.8868056493954409,2.0209879785029674
0.05304347826086957,0.1756521739130435,0.6170771824737749,0.7521696906952761,0.8866712117722416,2.0331391828501877
0.05608695652173913,0.16869565217391305,0.6168031267891785,0.7517885203637752,0.886218214093589,2.078124574638126
0.06521739130434782,0.1408695652173913,0.6176789910866866,0.752456132207004,0.8862261283386619,2.078672385596073
0.06826086956521739,0.13043478260869565,0.617780786485757,0.7524986317572753,0.8861434844109927,2.087109645411089
0.06217391304347826,0.15130434782608695,0.6172022072113164,0.7520317469808878,0.886062829426039,2.0943100727810227
0.07130434782608695,0.12,0.6175199290745061,0.7521716402778601,0.885820153626695,2.1191146377861654
0.05,0.18608695652173912,0.615296777127733,0.7503866806160981,0.8856452793988876,2.1332168739708006
0.059130434782608696,0.1617391304347826,0.616343612142304,0.7512165028363516,0.8856490202977334,2.1344686242055455
0.05304347826086957,0.1791304347826087,0.6152907278211607,0.7502933874928449,0.8853728389774561,2.160525781831815
0.06521739130434782,0.1443478260869565,0.6162932054565853,0.7510041625235411,0.8852108886157967,2.1783018133355014
0.06826086956521739,0.13391304347826086,0.6165112609692277,0.7511673467176545,0.8852090035040587,2.1788235515136853
0.05608695652173913,0.17217391304347826,0.6151041773498385,0.7500060110544468,0.8849809381137497,2.1995241046561116
0.06217391304347826,0.1547826086956522,0.6157026701159153,0.7504604526030552,0.8849668067556917,2.2018609079910374
0.07130434782608695,0.12347826086956522,0.6163674707085597,0.7509612075478148,0.8849661393816661,2.2029433081345866
0.059130434782608696,0.16521739130434782,0.6147349192983929,0.7495286604446485,0.8844724848403858,2.2499202551508795
0.05,0.18956521739130436,0.6134223525094901,0.7484058428708237,0.8842673964798843,2.2684330962906984
