x_m,m_exponent,h_m
0.4886363636363636,0,0.004
0.4909090909090909,0,0.004
0.49318181818181817,0,0.004
0.4954545454545454,0,0.004
0.4977272727272727,0,0.004
0.5,0,0.004
0.0,2,4e-08
0.0022727272727272726,2,8.264462809917355e-08
0.004545454545454545,2,3.305785123966942e-07
0.006818181818181818,2,7.43801652892562e-07
0.00909090909090909,2,1.3223140495867768e-06
0.011363636363636364,2,2.066115702479339e-06
0.013636363636363636,2,2.975206611570248e-06
0.015909090909090907,2,4.049586776859503e-06
0.01818181818181818,2,5.289256198347107e-06
0.020454545454545454,2,6.694214876033058e-06
0.022727272727272728,2,8.264462809917356e-06
0.024999999999999998,2,9.999999999999999e-06
0.02727272727272727,2,1.1900826446280991e-05
0.029545454545454545,2,1.396694214876033e-05
0.031818181818181815,2,1.619834710743801e-05
0.03409090909090909,2,1.8595041322314047e-05
0.03636363636363636,2,2.115702479338843e-05
0.038636363636363635,2,2.3884297520661157e-05
0.04090909090909091,2,2.6776859504132234e-05
0.04318181818181818,2,2.9834710743801652e-05
0.045454545454545456,2,3.305785123966942e-05
0.04772727272727272,2,3.644628099173553e-05
0.049999999999999996,2,3.9999999999999996e-05
0.05227272727272727,2,4.37190082644628e-05
0.05454545454545454,2,4.7603305785123966e-05
0.056818181818181816,2,5.165289256198347e-05
0.05909090909090909,2,5.586776859504132e-05
0.06136363636363636,2,6.0247933884297525e-05
0.06363636363636363,2,6.479338842975204e-05
0.0659090909090909,2,6.950413223140495e-05
0.06818181818181818,2,7.438016528925619e-05
0.07045454545454545,2,7.942148760330578e-05
0.07272727272727272,2,8.462809917355372e-05
0.075,2,8.999999999999999e-05
0.07727272727272727,2,9.553719008264463e-05
0.07954545454545454,2,0.0001012396694214876
0.08181818181818182,2,0.00010710743801652893
0.08409090909090909,2,0.0001131404958677686
0.08636363636363636,2,0.00011933884297520661
0.08863636363636364,2,0.000125702479338843
0.09090909090909091,2,0.0001322314049586777
0.09318181818181817,2,0.00013892561983471071
0.09545454545454544,2,0.00014578512396694213
0.09772727272727272,2,0.00015280991735537188
0.09999999999999999,2,0.00015999999999999999
0.10227272727272727,2,0.00016735537190082643
0.10454545454545454,2,0.0001748760330578512
0.10681818181818181,2,0.00018256198347107436
0.10909090909090909,2,0.00019041322314049586
0.11136363636363636,2,0.00019842975206611568
0.11363636363636363,2,0.00020661157024793388
0.1159090909090909,2,0.0002149586776859504
0.11818181818181818,2,0.0002234710743801653
0.12045454545454545,2,0.00023214876033057853
0.12272727272727273,2,0.0002409917355371901
0.125,2,0.00025
0.12727272727272726,2,0.00025917355371900817
0.12954545454545455,2,0.0002685123966942149
0.1318181818181818,2,0.0002780165289256198
0.1340909090909091,2,0.00028768595041322315
0.13636363636363635,2,0.00029752066115702476
0.13863636363636364,2,0.00030752066115702484
0.1409090909090909,2,0.0003176859504132231
0.1431818181818182,2,0.0003280165289256199
0.14545454545454545,2,0.00033851239669421487
0.1477272727272727,2,0.0003491735537190082
0.15,2,0.00035999999999999997
0.15227272727272725,2,0.00037099173553719
0.15454545454545454,2,0.0003821487603305785
0.1568181818181818,2,0.0003934710743801652
0.1590909090909091,2,0.0004049586776859504
0.16136363636363635,2,0.00041661157024793383
0.16363636363636364,2,0.00042842975206611574
0.1659090909090909,2,0.0004404132231404958
0.16818181818181818,2,0.0004525619834710744
0.17045454545454544,2,0.0004648760330578512
0.17272727272727273,2,0.00047735537190082643
0.175,2,0.00049
0.17727272727272728,2,0.000502809917355372
0.17954545454545454,2,0.0005157851239669421
0.18181818181818182,2,0.0005289256198347108
0.18409090909090908,2,0.0005422314049586776
0.18636363636363634,2,0.0005557024793388429
0.18863636363636363,2,0.0005693388429752065
0.1909090909090909,2,0.0005831404958677685
0.19318181818181818,2,0.0005971074380165289
0.19545454545454544,2,0.0006112396694214875
0.19772727272727272,2,0.0006255371900826446
0.19999999999999998,2,0.0006399999999999999
0.20227272727272727,2,0.0006546280991735537
0.20454545454545453,2,0.0006694214876033057
0.20681818181818182,2,0.0006843801652892562
0.20909090909090908,2,0.0006995041322314049
0.21136363636363636,2,0.000714793388429752
0.21363636363636362,2,0.0007302479338842974
0.2159090909090909,2,0.0007458677685950413
0.21818181818181817,2,0.0007616528925619834
0.22045454545454543,2,0.0007776033057851239
0.22272727272727272,2,0.0007937190082644627
